Date,Open,High,Low,Close,Adj Close,Volume
2021-04-15,6400.000000,6400.000000,6225.000000,6300.000000,6013.312012,34168700
2021-04-16,6350.000000,6350.000000,6250.000000,6300.000000,6013.312012,31597200
2021-04-19,6250.000000,6275.000000,6200.000000,6225.000000,5941.724609,21799300
2021-04-20,6200.000000,6250.000000,6175.000000,6200.000000,5917.862305,31941300
2021-04-21,6150.000000,6175.000000,6125.000000,6125.000000,5846.275391,32712800
2021-04-22,6175.000000,6225.000000,6100.000000,6125.000000,5846.275391,35726000
2021-04-23,6050.000000,6150.000000,6025.000000,6150.000000,5870.137695,52464200
2021-04-26,6100.000000,6125.000000,5950.000000,5975.000000,5703.101074,57652500
2021-04-27,5975.000000,6075.000000,5950.000000,6050.000000,5774.688477,48425400
2021-04-28,6100.000000,6275.000000,6100.000000,6200.000000,5917.862305,80581300
2021-04-29,6225.000000,6275.000000,6150.000000,6225.000000,5941.724609,41435300
2021-04-30,6225.000000,6250.000000,6125.000000,6175.000000,5894.000000,34970800
2021-05-03,6100.000000,6150.000000,6000.000000,6050.000000,5774.688477,32667000
2021-05-04,6050.000000,6100.000000,5975.000000,6100.000000,5822.413086,28177600
2021-05-05,6150.000000,6150.000000,6050.000000,6050.000000,5774.688477,22925900
2021-05-06,6125.000000,6125.000000,6025.000000,6075.000000,5798.550781,18545500
2021-05-07,6125.000000,6125.000000,5950.000000,5950.000000,5679.238770,32665900
2021-05-10,6025.000000,6025.000000,5950.000000,5975.000000,5703.101074,17740700
2021-05-11,6000.000000,6000.000000,5850.000000,5900.000000,5631.514160,34690900
2021-05-17,5975.000000,6000.000000,5875.000000,5925.000000,5655.376465,47549900
2021-05-18,5975.000000,6000.000000,5825.000000,5900.000000,5631.514160,36982600
2021-05-19,5800.000000,5850.000000,5625.000000,5675.000000,5416.752930,49218000
2021-05-20,5650.000000,5750.000000,5600.000000,5650.000000,5392.890625,34805000
2021-05-21,5725.000000,5900.000000,5675.000000,5825.000000,5559.927246,70226500
2021-05-24,5875.000000,5875.000000,5750.000000,5750.000000,5488.340332,27448800
2021-05-25,5775.000000,5950.000000,5775.000000,5900.000000,5631.514160,45297200
2021-05-27,6000.000000,6000.000000,5750.000000,5750.000000,5488.340332,176944900
2021-05-28,5825.000000,5900.000000,5775.000000,5800.000000,5536.064941,39152900
2021-05-31,5875.000000,6100.000000,5825.000000,6000.000000,5726.963867,48330000
2021-06-02,6150.000000,6200.000000,6075.000000,6100.000000,5822.413086,78667800
2021-06-03,6175.000000,6275.000000,6125.000000,6250.000000,5965.586914,43213200
2021-06-04,6250.000000,6325.000000,6125.000000,6125.000000,5846.275391,38153900
2021-06-07,6200.000000,6200.000000,6075.000000,6125.000000,5846.275391,21257200
2021-06-08,6150.000000,6150.000000,6000.000000,6000.000000,5726.963867,28542000
2021-06-09,6075.000000,6175.000000,6000.000000,6150.000000,5870.137695,23539300
2021-06-10,6175.000000,6250.000000,6125.000000,6200.000000,5917.862305,21771800
2021-06-11,6275.000000,6300.000000,6225.000000,6275.000000,5989.449707,38878900
2021-06-14,6300.000000,6300.000000,6225.000000,6275.000000,5989.449707,25021700
