Date,Open,High,Low,Close,Adj Close,Volume
2021-04-15,1035.000000,1065.000000,1020.000000,1020.000000,1020.000000,43199300
2021-04-16,1030.000000,1045.000000,1015.000000,1015.000000,1015.000000,27119500
2021-04-19,1020.000000,1090.000000,1020.000000,1080.000000,1080.000000,88913100
2021-04-20,1080.000000,1085.000000,1050.000000,1060.000000,1060.000000,34441200
2021-04-21,1060.000000,1080.000000,1035.000000,1065.000000,1065.000000,26142900
2021-04-22,1080.000000,1090.000000,1050.000000,1070.000000,1070.000000,28027300
2021-04-23,1070.000000,1080.000000,1060.000000,1070.000000,1070.000000,16525500
2021-04-26,1080.000000,1135.000000,1075.000000,1115.000000,1115.000000,68672000
2021-04-27,1115.000000,1135.000000,1095.000000,1120.000000,1120.000000,33967800
2021-04-28,1120.000000,1140.000000,1105.000000,1120.000000,1120.000000,34561100
2021-04-29,1130.000000,1155.000000,1115.000000,1135.000000,1135.000000,36419200
2021-04-30,1135.000000,1140.000000,1110.000000,1110.000000,1110.000000,40385200
2021-05-03,1115.000000,1120.000000,1070.000000,1085.000000,1085.000000,47368900
2021-05-04,1085.000000,1100.000000,1035.000000,1095.000000,1095.000000,79236300
2021-05-05,1095.000000,1105.000000,1075.000000,1075.000000,1075.000000,20287800
2021-05-06,1075.000000,1110.000000,1075.000000,1085.000000,1085.000000,28002400
2021-05-07,1085.000000,1100.000000,1060.000000,1070.000000,1070.000000,17309700
2021-05-10,1075.000000,1120.000000,1070.000000,1105.000000,1105.000000,29119600
2021-05-11,1100.000000,1100.000000,1075.000000,1080.000000,1080.000000,16674200
2021-05-17,1080.000000,1090.000000,1005.000000,1005.000000,1005.000000,40098700
2021-05-18,1015.000000,1030.000000,990.000000,1015.000000,1015.000000,22126100
2021-05-19,1015.000000,1020.000000,990.000000,1000.000000,1000.000000,15700000
2021-05-20,1000.000000,1020.000000,985.000000,990.000000,990.000000,25817100
2021-05-21,995.000000,1000.000000,930.000000,945.000000,945.000000,40178300
2021-05-24,945.000000,1000.000000,945.000000,990.000000,990.000000,41781200
2021-05-25,1000.000000,1070.000000,990.000000,1060.000000,1060.000000,64014800
2021-05-27,1095.000000,1095.000000,1030.000000,1035.000000,1035.000000,21355700
2021-05-28,1035.000000,1045.000000,1015.000000,1025.000000,1025.000000,14599400
2021-05-31,1035.000000,1050.000000,1015.000000,1035.000000,1035.000000,11823600
2021-06-02,1040.000000,1090.000000,1040.000000,1090.000000,1090.000000,34230600
2021-06-03,1090.000000,1100.000000,1065.000000,1085.000000,1085.000000,14144400
2021-06-04,1085.000000,1130.000000,1075.000000,1080.000000,1080.000000,29292600
2021-06-07,1080.000000,1140.000000,1080.000000,1105.000000,1105.000000,40859600
2021-06-08,1105.000000,1120.000000,1065.000000,1065.000000,1065.000000,16988400
2021-06-09,1055.000000,1080.000000,1040.000000,1055.000000,1055.000000,9638900
2021-06-10,1060.000000,1075.000000,1040.000000,1050.000000,1050.000000,15868900
2021-06-11,1050.000000,1090.000000,1045.000000,1085.000000,1085.000000,21396700
