Date,Open,High,Low,Close,Adj Close,Volume
2021-04-15,4390.000000,4410.000000,4280.000000,4410.000000,4241.849121,78427900
2021-04-16,4450.000000,4460.000000,4310.000000,4340.000000,4174.518066,67722200
2021-04-19,4360.000000,4380.000000,4310.000000,4380.000000,4212.993164,56531400
2021-04-20,4290.000000,4330.000000,4220.000000,4310.000000,4145.662109,89285800
2021-04-21,4240.000000,4290.000000,4230.000000,4230.000000,4068.712402,47230100
2021-04-22,4230.000000,4260.000000,4200.000000,4200.000000,4039.856201,108010700
2021-04-23,4200.000000,4280.000000,4190.000000,4250.000000,4087.949951,109555800
2021-04-26,4240.000000,4250.000000,4130.000000,4140.000000,3982.144043,143058700
2021-04-27,4200.000000,4200.000000,4150.000000,4170.000000,4011.000244,132799600
2021-04-28,4170.000000,4220.000000,4130.000000,4130.000000,3972.525391,115076300
2021-04-29,4190.000000,4200.000000,4140.000000,4160.000000,4001.381592,113372000
2021-04-30,4150.000000,4160.000000,4050.000000,4050.000000,3895.575684,234084900
2021-05-03,4060.000000,4070.000000,4000.000000,4010.000000,3857.100830,112939600
2021-05-04,4020.000000,4070.000000,4010.000000,4060.000000,3905.194336,76623800
2021-05-05,4110.000000,4130.000000,4080.000000,4090.000000,3934.050537,106654100
2021-05-06,4130.000000,4130.000000,4070.000000,4110.000000,3953.288086,78386100
2021-05-07,4140.000000,4140.000000,4040.000000,4050.000000,3895.575684,75778900
2021-05-10,4050.000000,4090.000000,4050.000000,4050.000000,3895.575684,73978500
2021-05-11,4030.000000,4040.000000,3980.000000,3990.000000,3837.863525,151844200
2021-05-17,3960.000000,4000.000000,3900.000000,3900.000000,3751.295166,195291900
2021-05-18,3960.000000,3960.000000,3890.000000,3900.000000,3751.295166,115704100
2021-05-19,3850.000000,3940.000000,3850.000000,3870.000000,3722.438965,123005100
2021-05-20,3840.000000,3930.000000,3820.000000,3880.000000,3732.057617,149845300
2021-05-21,3920.000000,3950.000000,3860.000000,3890.000000,3741.676514,110111400
2021-05-24,3970.000000,4060.000000,3910.000000,4040.000000,3885.957031,133806900
2021-05-25,4070.000000,4140.000000,4040.000000,4060.000000,3905.194336,153339900
2021-05-27,4140.000000,4190.000000,3950.000000,3950.000000,3799.388672,566074500
2021-05-28,4040.000000,4170.000000,4020.000000,4070.000000,3914.813232,249177000
2021-05-31,4130.000000,4280.000000,4110.000000,4260.000000,4097.568359,296848200
2021-06-02,4350.000000,4380.000000,4230.000000,4260.000000,4097.568359,283865400
2021-06-03,4270.000000,4360.000000,4220.000000,4360.000000,4193.755371,157674300
2021-06-04,4380.000000,4390.000000,4290.000000,4340.000000,4174.518066,125583500
2021-06-07,4340.000000,4350.000000,4210.000000,4250.000000,4087.949951,138866500
2021-06-08,4280.000000,4280.000000,4190.000000,4200.000000,4039.856201,98987900
2021-06-09,4100.000000,4270.000000,4100.000000,4220.000000,4059.093750,97665400
2021-06-10,4280.000000,4320.000000,4260.000000,4300.000000,4136.043457,97257300
2021-06-11,4350.000000,4350.000000,4280.000000,4280.000000,4116.806152,52553100
2021-06-14,4330.000000,4350.000000,4280.000000,4350.000000,4184.136719,121237400
2021-06-15,4350.000000,4350.000000,4210.000000,4230.000000,4068.712402,182463800
2021-06-16,4150.000000,4170.000000,4010.000000,4010.000000,3857.100830,437267600
2021-06-17,3980.000000,4070.000000,3930.000000,4030.000000,3876.338379,305679700
2021-06-18,4060.000000,4060.000000,3910.000000,3910.000000,3760.913818,296000300
2021-06-21,3880.000000,3970.000000,3860.000000,3940.000000,3789.770020,145038200
2021-06-22,3940.000000,4070.000000,3920.000000,4040.000000,3885.957031,120755000
2021-06-23,4050.000000,4070.000000,3940.000000,3940.000000,3789.770020,162498800
2021-06-24,4000.000000,4010.000000,3960.000000,3990.000000,3837.863525,50382000
2021-06-25,4030.000000,4040.000000,3990.000000,3990.000000,3837.863525,75589800
2021-06-28,3980.000000,3990.000000,3930.000000,3930.000000,3780.151367,141231800
2021-06-29,3860.000000,3910.000000,3860.000000,3900.000000,3751.295166,121772800
2021-06-30,3900.000000,3970.000000,3890.000000,3940.000000,3789.770020,112847100
2021-07-01,3940.000000,3970.000000,3910.000000,3940.000000,3789.770020,95671900
2021-07-02,4000.000000,4030.000000,3970.000000,3990.000000,3837.863525,85301200
2021-07-05,3930.000000,3960.000000,3880.000000,3900.000000,3751.295166,84968300
2021-07-06,3950.000000,3950.000000,3890.000000,3890.000000,3741.676514,55317000
2021-07-07,3920.000000,3940.000000,3810.000000,3820.000000,3674.345459,148723800
